currency,date,value
aud,2002-04-05,1.6531
aud,2002-04-08,1.6626
aud,2002-04-09,1.655
aud,2002-04-10,1.6576
aud,2002-04-11,1.6451
aud,2002-04-12,1.6455
aud,2002-04-15,1.6525
aud,2002-04-16,1.6582
aud,2002-04-17,1.6524
aud,2002-04-18,1.6528
aud,2002-04-19,1.6464
aud,2002-04-22,1.6464
aud,2002-04-23,1.6492
aud,2002-04-24,1.6475
aud,2002-04-25,1.6471
aud,2002-04-26,1.6507
aud,2002-04-29,1.6689
aud,2002-04-30,1.6772
aud,2002-05-02,1.6824
aud,2002-05-03,1.6876
aud,2002-05-06,1.6982
aud,2002-05-07,1.6867
aud,2002-05-08,1.678
aud,2002-05-09,1.6753
aud,2002-05-10,1.677
aud,2002-05-13,1.6686
aud,2002-05-14,1.6596
aud,2002-05-15,1.6533
aud,2002-05-16,1.661
aud,2002-05-17,1.6605
aud,2002-05-20,1.6684
aud,2002-05-21,1.6591
aud,2002-05-22,1.6598
aud,2002-05-23,1.6598
aud,2002-05-24,1.6578
aud,2002-05-27,1.6516
aud,2002-05-28,1.6503
aud,2002-05-29,1.6494
aud,2002-05-30,1.66
aud,2002-05-31,1.6514
aud,2002-06-03,1.6424
aud,2002-06-04,1.64
aud,2002-06-05,1.636
aud,2002-06-06,1.6401
aud,2002-06-07,1.6482
aud,2002-06-10,1.6583
aud,2002-06-11,1.6623
aud,2002-06-12,1.6594
aud,2002-06-13,1.6568
aud,2002-06-14,1.672
aud,2002-06-17,1.6899
aud,2002-06-18,1.6836
aud,2002-06-19,1.6891
aud,2002-06-20,1.686
aud,2002-06-21,1.6831
aud,2002-06-24,1.6952
aud,2002-06-25,1.7026
aud,2002-06-26,1.727
aud,2002-06-27,1.743
aud,2002-06-28,1.7702
aud,2002-07-01,1.7667
aud,2002-07-02,1.7563
aud,2002-07-03,1.7526
aud,2002-07-04,1.7608
aud,2002-07-05,1.745
aud,2002-07-08,1.7445
aud,2002-07-09,1.7536
aud,2002-07-10,1.7405
aud,2002-07-11,1.766
aud,2002-07-12,1.7647
aud,2002-07-15,1.7839
aud,2002-07-16,1.8054
aud,2002-07-17,1.8143
aud,2002-07-18,1.8225
aud,2002-07-19,1.8271
aud,2002-07-22,1.8243
aud,2002-07-23,1.823
aud,2002-07-24,1.8494
aud,2002-07-25,1.8495
aud,2002-07-26,1.8548
aud,2002-07-29,1.8213
aud,2002-07-30,1.8055
aud,2002-07-31,1.7885
aud,2002-08-01,1.8121
aud,2002-08-02,1.8277
aud,2002-08-05,1.8327
aud,2002-08-06,1.8391
aud,2002-08-07,1.8206
aud,2002-08-08,1.8113
aud,2002-08-09,1.8153
aud,2002-08-12,1.8083
aud,2002-08-13,1.8217
aud,2002-08-14,1.8312
aud,2002-08-15,1.8069
aud,2002-08-16,1.802
aud,2002-08-19,1.8018
aud,2002-08-20,1.794
aud,2002-08-21,1.79
aud,2002-08-22,1.8087
aud,2002-08-23,1.784
aud,2002-08-26,1.7845
aud,2002-08-27,1.7666
aud,2002-08-28,1.7782
aud,2002-08-29,1.783
aud,2002-08-30,1.78
aud,2002-09-02,1.7803
aud,2002-09-03,1.8016
aud,2002-09-04,1.8262
aud,2002-09-05,1.832
aud,2002-09-06,1.8222
aud,2002-09-09,1.7935
aud,2002-09-10,1.775
aud,2002-09-11,1.7826
aud,2002-09-12,1.7646
aud,2002-09-13,1.7793
aud,2002-09-16,1.7692
aud,2002-09-17,1.7683
aud,2002-09-18,1.7764
aud,2002-09-19,1.7778
aud,2002-09-20,1.7919
aud,2002-09-23,1.7982
aud,2002-09-24,1.8087
aud,2002-09-25,1.7913
aud,2002-09-26,1.8021
aud,2002-09-27,1.7948
aud,2002-09-30,1.8101
aud,2002-10-01,1.8185
aud,2002-10-02,1.8067
aud,2002-10-03,1.8179
aud,2002-10-04,1.8024
aud,2002-10-07,1.7832
aud,2002-10-08,1.7878
aud,2002-10-09,1.7925
aud,2002-10-10,1.7998
aud,2002-10-11,1.7981
aud,2002-10-14,1.8063
aud,2002-10-15,1.7948
aud,2002-10-16,1.7947
aud,2002-10-17,1.774
aud,2002-10-18,1.7665
aud,2002-10-21,1.7616
aud,2002-10-22,1.7643
aud,2002-10-23,1.7668
aud,2002-10-24,1.7543
aud,2002-10-25,1.7572
aud,2002-10-28,1.7501
aud,2002-10-29,1.7579
aud,2002-10-30,1.7741
aud,2002-10-31,1.7813
aud,2002-11-01,1.7915
aud,2002-11-04,1.7726
aud,2002-11-05,1.7815
aud,2002-11-06,1.7756
aud,2002-11-07,1.7758
aud,2002-11-08,1.7861
aud,2002-11-11,1.8075
aud,2002-11-12,1.7952
aud,2002-11-13,1.7983
aud,2002-11-14,1.7935
aud,2002-11-15,1.7805
aud,2002-11-18,1.7896
aud,2002-11-19,1.7988
aud,2002-11-20,1.7915
aud,2002-11-21,1.7845
aud,2002-11-22,1.7788
aud,2002-11-25,1.7692
aud,2002-11-26,1.7698
aud,2002-11-27,1.7829
aud,2002-11-28,1.7806
aud,2002-11-29,1.7755
aud,2002-12-02,1.7649
aud,2002-12-03,1.7827
aud,2002-12-04,1.7854
aud,2002-12-05,1.7813
aud,2002-12-06,1.7847
aud,2002-12-09,1.7927
aud,2002-12-10,1.7946
aud,2002-12-11,1.7955
aud,2002-12-12,1.7942
aud,2002-12-13,1.805
aud,2002-12-16,1.807
aud,2002-12-17,1.814
aud,2002-12-18,1.812
aud,2002-12-19,1.8165
aud,2002-12-20,1.8145
aud,2002-12-23,1.829
aud,2002-12-24,1.8262
aud,2002-12-27,1.8446
aud,2002-12-30,1.8515
aud,2002-12-31,1.8556
aud,2003-01-02,1.8554
aud,2003-01-03,1.844
aud,2003-01-06,1.8281
aud,2003-01-07,1.816
aud,2003-01-08,1.8132
aud,2003-01-09,1.8172
aud,2003-01-10,1.8107
aud,2003-01-13,1.8109
aud,2003-01-14,1.8115
aud,2003-01-15,1.8024
aud,2003-01-16,1.8028
aud,2003-01-17,1.8012
aud,2003-01-20,1.8056
aud,2003-01-21,1.8134
aud,2003-01-22,1.8273
aud,2003-01-23,1.819
aud,2003-01-24,1.8235
aud,2003-01-27,1.8338
aud,2003-01-28,1.8367
aud,2003-01-29,1.8395
aud,2003-01-30,1.8285
aud,2003-01-31,1.8397
aud,2003-02-03,1.8405
aud,2003-02-04,1.8361
aud,2003-02-05,1.8425
aud,2003-02-06,1.8312
aud,2003-02-07,1.8281
aud,2003-02-10,1.823
aud,2003-02-11,1.818
aud,2003-02-12,1.813
aud,2003-02-13,1.8216
aud,2003-02-14,1.8186
aud,2003-02-17,1.8178
aud,2003-02-18,1.814
aud,2003-02-19,1.808
aud,2003-02-20,1.8059
aud,2003-02-21,1.8081
aud,2003-02-24,1.781
aud,2003-02-25,1.7789
aud,2003-02-26,1.7757
aud,2003-02-27,1.7802
aud,2003-02-28,1.7816
aud,2003-03-03,1.7653
aud,2003-03-04,1.7808
aud,2003-03-05,1.7778
aud,2003-03-06,1.784
aud,2003-03-07,1.7898
aud,2003-03-10,1.7948
aud,2003-03-11,1.8143
aud,2003-03-12,1.8446
aud,2003-03-13,1.8346
aud,2003-03-14,1.8075
aud,2003-03-17,1.8011
aud,2003-03-18,1.7973
aud,2003-03-19,1.7863
aud,2003-03-20,1.788
aud,2003-03-21,1.7831
aud,2003-03-24,1.7928
aud,2003-03-25,1.7908
aud,2003-03-26,1.783
aud,2003-03-27,1.7852
aud,2003-03-28,1.7853
aud,2003-03-31,1.8076
aud,2003-04-01,1.8048
aud,2003-04-02,1.8023
aud,2003-04-03,1.7936
aud,2003-04-04,1.7842
aud,2003-04-07,1.7812
aud,2003-04-08,1.7768
aud,2003-04-09,1.7807
aud,2003-04-10,1.7837
aud,2003-04-11,1.7765
aud,2003-04-14,1.7826
aud,2003-04-15,1.7831
aud,2003-04-16,1.7724
aud,2003-04-17,1.7789
aud,2003-04-22,1.7659
aud,2003-04-23,1.7646
aud,2003-04-24,1.7819
aud,2003-04-25,1.782
aud,2003-04-28,1.7759
aud,2003-04-29,1.7726
aud,2003-04-30,1.7822
aud,2003-05-02,1.7802
aud,2003-05-05,1.7746
aud,2003-05-06,1.7801
aud,2003-05-07,1.7805
aud,2003-05-08,1.7839
aud,2003-05-09,1.7806
aud,2003-05-12,1.7868
aud,2003-05-13,1.782
aud,2003-05-14,1.781
aud,2003-05-15,1.7756
aud,2003-05-16,1.7736
aud,2003-05-19,1.7808
aud,2003-05-20,1.7756
aud,2003-05-21,1.7775
aud,2003-05-22,1.7795
aud,2003-05-23,1.786
aud,2003-05-26,1.7953
aud,2003-05-27,1.8041
aud,2003-05-28,1.8008
aud,2003-05-29,1.8256
aud,2003-05-30,1.8136
aud,2003-06-02,1.7906
aud,2003-06-03,1.7806
aud,2003-06-04,1.7582
aud,2003-06-05,1.7678
aud,2003-06-06,1.7822
aud,2003-06-09,1.7775
aud,2003-06-10,1.7768
aud,2003-06-11,1.778
aud,2003-06-12,1.7696
aud,2003-06-13,1.768
aud,2003-06-16,1.773
aud,2003-06-17,1.764
aud,2003-06-18,1.7459
aud,2003-06-19,1.7425
aud,2003-06-20,1.737
aud,2003-06-23,1.7368
aud,2003-06-24,1.7381
aud,2003-06-25,1.7271
aud,2003-06-26,1.7174
aud,2003-06-27,1.7166
aud,2003-06-30,1.7116
aud,2003-07-01,1.7081
aud,2003-07-02,1.702
aud,2003-07-03,1.6863
aud,2003-07-04,1.6863
aud,2003-07-07,1.6675
aud,2003-07-08,1.695
aud,2003-07-09,1.7193
aud,2003-07-10,1.7357
aud,2003-07-11,1.7194
aud,2003-07-14,1.7116
aud,2003-07-15,1.717
aud,2003-07-16,1.7102
aud,2003-07-17,1.7152
aud,2003-07-18,1.7303
aud,2003-07-21,1.7416
aud,2003-07-22,1.7372
aud,2003-07-23,1.74
aud,2003-07-24,1.7282
aud,2003-07-25,1.7308
aud,2003-07-28,1.7322
aud,2003-07-29,1.726
aud,2003-07-30,1.7373
aud,2003-07-31,1.7455
aud,2003-08-01,1.7258
aud,2003-08-04,1.7374
aud,2003-08-05,1.758
aud,2003-08-06,1.7572
aud,2003-08-07,1.7527
aud,2003-08-08,1.7384
aud,2003-08-11,1.7214
aud,2003-08-12,1.7195
aud,2003-08-13,1.7217
aud,2003-08-14,1.718
aud,2003-08-15,1.7089
aud,2003-08-18,1.6965
aud,2003-08-19,1.6925
aud,2003-08-20,1.6911
aud,2003-08-21,1.6716
aud,2003-08-22,1.6758
aud,2003-08-25,1.6723
aud,2003-08-26,1.6809
aud,2003-08-27,1.7039
aud,2003-08-28,1.6941
aud,2003-08-29,1.7012
aud,2003-09-01,1.6981
aud,2003-09-02,1.692
aud,2003-09-03,1.6938
aud,2003-09-04,1.6943
aud,2003-09-05,1.6993
aud,2003-09-08,1.7129
aud,2003-09-09,1.7038
aud,2003-09-10,1.6982
aud,2003-09-11,1.7025
aud,2003-09-12,1.6934
aud,2003-09-15,1.7004
aud,2003-09-16,1.6937
aud,2003-09-17,1.6894
aud,2003-09-18,1.691
aud,2003-09-19,1.6897
aud,2003-09-22,1.6895
aud,2003-09-23,1.693
aud,2003-09-24,1.694
aud,2003-09-25,1.6852
aud,2003-09-26,1.7018
aud,2003-09-29,1.7023
aud,2003-09-30,1.7101
aud,2003-10-01,1.7134
aud,2003-10-02,1.7131
aud,2003-10-03,1.7081
aud,2003-10-06,1.7013
aud,2003-10-07,1.7071
aud,2003-10-08,1.7038
aud,2003-10-09,1.7039
aud,2003-10-10,1.7056
aud,2003-10-13,1.6948
aud,2003-10-14,1.6996
aud,2003-10-15,1.6936
aud,2003-10-16,1.6882
aud,2003-10-17,1.6813
aud,2003-10-20,1.6805
aud,2003-10-21,1.6784
aud,2003-10-22,1.665
aud,2003-10-23,1.6864
aud,2003-10-24,1.683
aud,2003-10-27,1.6694
aud,2003-10-28,1.6602
aud,2003-10-29,1.6557
aud,2003-10-30,1.6549
aud,2003-10-31,1.6464
aud,2003-11-03,1.6381
aud,2003-11-04,1.6369
aud,2003-11-05,1.6171
aud,2003-11-06,1.612
aud,2003-11-07,1.6147
aud,2003-11-10,1.6079
aud,2003-11-11,1.6111
aud,2003-11-12,1.621
aud,2003-11-13,1.6244
aud,2003-11-14,1.6355
aud,2003-11-17,1.6467
aud,2003-11-18,1.6412
aud,2003-11-19,1.6484
aud,2003-11-20,1.6463
aud,2003-11-21,1.645
aud,2003-11-24,1.6393
aud,2003-11-25,1.6407
aud,2003-11-26,1.6422
aud,2003-11-27,1.6477
aud,2003-11-28,1.6583
aud,2003-12-01,1.6535
aud,2003-12-02,1.6444
aud,2003-12-03,1.6458
aud,2003-12-04,1.6421
aud,2003-12-05,1.6455
aud,2003-12-08,1.6495
aud,2003-12-09,1.6524
aud,2003-12-10,1.6528
aud,2003-12-11,1.6508
aud,2003-12-12,1.6493
aud,2003-12-15,1.6525
aud,2003-12-16,1.657
aud,2003-12-17,1.6655
aud,2003-12-18,1.684
aud,2003-12-19,1.6835
aud,2003-12-22,1.692
aud,2003-12-23,1.6878
aud,2003-12-24,1.6727
aud,2003-12-29,1.6801
aud,2003-12-30,1.6742
aud,2003-12-31,1.6802
aud,2004-01-02,1.6683
aud,2004-01-05,1.6541
aud,2004-01-06,1.6539
aud,2004-01-07,1.651
aud,2004-01-08,1.6396
aud,2004-01-09,1.6443
aud,2004-01-12,1.6501
aud,2004-01-13,1.6357
aud,2004-01-14,1.632
aud,2004-01-15,1.6359
aud,2004-01-16,1.6257
aud,2004-01-19,1.6323
aud,2004-01-20,1.6374
aud,2004-01-21,1.6328
aud,2004-01-22,1.6328
aud,2004-01-23,1.635
aud,2004-01-26,1.6254
aud,2004-01-27,1.6197
aud,2004-01-28,1.6209
aud,2004-01-29,1.6198
aud,2004-01-30,1.6396
aud,2004-02-02,1.639
aud,2004-02-03,1.642
aud,2004-02-04,1.6413
aud,2004-02-05,1.6471
aud,2004-02-06,1.6458
aud,2004-02-09,1.6356
aud,2004-02-10,1.6296
aud,2004-02-11,1.6276
aud,2004-02-12,1.6279
aud,2004-02-13,1.6194
aud,2004-02-16,1.6124
aud,2004-02-17,1.6139
aud,2004-02-18,1.6108
aud,2004-02-19,1.6081
aud,2004-02-20,1.6117
aud,2004-02-23,1.6272
aud,2004-02-24,1.6259
aud,2004-02-25,1.6207
aud,2004-02-26,1.6173
aud,2004-02-27,1.6159
aud,2004-03-01,1.6148
aud,2004-03-02,1.6071
aud,2004-03-03,1.6192
aud,2004-03-04,1.6178
aud,2004-03-05,1.625
aud,2004-03-08,1.6322
aud,2004-03-09,1.6242
aud,2004-03-10,1.6384
aud,2004-03-11,1.663
aud,2004-03-12,1.6748
aud,2004-03-15,1.6727
aud,2004-03-16,1.6656
aud,2004-03-17,1.6576
aud,2004-03-18,1.6522
aud,2004-03-19,1.6499
aud,2004-03-22,1.643
aud,2004-03-23,1.6355
aud,2004-03-24,1.6337
aud,2004-03-25,1.6404
aud,2004-03-26,1.6314
aud,2004-03-29,1.6285
aud,2004-03-30,1.6179
aud,2004-03-31,1.6052
aud,2004-04-01,1.6125
aud,2004-04-02,1.6095
aud,2004-04-05,1.5995
aud,2004-04-06,1.5931
aud,2004-04-07,1.5871
aud,2004-04-08,1.5915
aud,2004-04-13,1.5781
aud,2004-04-14,1.6065
aud,2004-04-15,1.6156
aud,2004-04-16,1.6191
aud,2004-04-19,1.6106
aud,2004-04-20,1.6119
aud,2004-04-21,1.6254
aud,2004-04-22,1.6238
aud,2004-04-23,1.6226
aud,2004-04-26,1.6144
aud,2004-04-27,1.6212
aud,2004-04-28,1.6304
aud,2004-04-29,1.6525
aud,2004-04-30,1.6577
aud,2004-05-03,1.6606
aud,2004-05-04,1.6611
aud,2004-05-05,1.6638
aud,2004-05-06,1.6595
aud,2004-05-07,1.6782
aud,2004-05-10,1.7035
aud,2004-05-11,1.7009
aud,2004-05-12,1.6976
aud,2004-05-13,1.7255
aud,2004-05-14,1.7199
aud,2004-05-17,1.737
aud,2004-05-18,1.7423
aud,2004-05-19,1.7217
aud,2004-05-20,1.7179
aud,2004-05-21,1.7178
aud,2004-05-24,1.7115
aud,2004-05-25,1.7143
aud,2004-05-26,1.711
aud,2004-05-27,1.7055
aud,2004-05-28,1.7164
aud,2004-05-31,1.7032
aud,2004-06-01,1.7109
aud,2004-06-02,1.7504
aud,2004-06-03,1.7585
aud,2004-06-04,1.7667
aud,2004-06-07,1.7521
aud,2004-06-08,1.7507
aud,2004-06-09,1.7442
aud,2004-06-10,1.7374
aud,2004-06-11,1.7334
aud,2004-06-14,1.7469
aud,2004-06-15,1.7628
aud,2004-06-16,1.7429
aud,2004-06-17,1.7499
aud,2004-06-18,1.7523
aud,2004-06-21,1.7526
aud,2004-06-22,1.7608
aud,2004-06-23,1.7609
aud,2004-06-24,1.7412
aud,2004-06-25,1.7379
aud,2004-06-28,1.7457
aud,2004-06-29,1.7497
aud,2004-06-30,1.7554
aud,2004-07-01,1.7283
aud,2004-07-02,1.7303
aud,2004-07-05,1.7232
aud,2004-07-06,1.7169
aud,2004-07-07,1.7127
aud,2004-07-08,1.7189
aud,2004-07-09,1.7196
aud,2004-07-12,1.7072
aud,2004-07-13,1.7034
aud,2004-07-14,1.7069
aud,2004-07-15,1.7102
aud,2004-07-16,1.7047
aud,2004-07-19,1.6934
aud,2004-07-20,1.6987
aud,2004-07-21,1.703
aud,2004-07-22,1.712
aud,2004-07-23,1.7175
aud,2004-07-26,1.7114
aud,2004-07-27,1.7079
aud,2004-07-28,1.7266
aud,2004-07-29,1.7283
aud,2004-07-30,1.7165
aud,2004-08-02,1.7146
aud,2004-08-03,1.7183
aud,2004-08-04,1.7079
aud,2004-08-05,1.7112
aud,2004-08-06,1.7158
aud,2004-08-09,1.7107
aud,2004-08-10,1.7149
aud,2004-08-11,1.7167
aud,2004-08-12,1.7131
aud,2004-08-13,1.7231
aud,2004-08-16,1.7207
aud,2004-08-17,1.7211
aud,2004-08-18,1.7235
aud,2004-08-19,1.7124
aud,2004-08-20,1.7027
aud,2004-08-23,1.7006
aud,2004-08-24,1.7121
aud,2004-08-25,1.7122
aud,2004-08-26,1.7141
aud,2004-08-27,1.7094
aud,2004-08-30,1.7187
aud,2004-08-31,1.7298
aud,2004-09-01,1.7305
aud,2004-09-02,1.7437
aud,2004-09-03,1.745
aud,2004-09-06,1.7446
aud,2004-09-07,1.7453
aud,2004-09-08,1.7447
aud,2004-09-09,1.7607
aud,2004-09-10,1.7673
aud,2004-09-13,1.7545
aud,2004-09-14,1.749
aud,2004-09-15,1.7502
aud,2004-09-16,1.7449
aud,2004-09-17,1.7441
aud,2004-09-20,1.736
aud,2004-09-21,1.7442
aud,2004-09-22,1.7394
aud,2004-09-23,1.7258
aud,2004-09-24,1.722
aud,2004-09-27,1.719
aud,2004-09-28,1.719
aud,2004-09-29,1.7202
aud,2004-09-30,1.7212
aud,2004-10-01,1.7151
aud,2004-10-04,1.7064
aud,2004-10-05,1.7014
aud,2004-10-06,1.7026
aud,2004-10-07,1.6917
aud,2004-10-08,1.6944
aud,2004-10-11,1.6881
aud,2004-10-12,1.6858
aud,2004-10-13,1.6986
aud,2004-10-14,1.6987
aud,2004-10-15,1.7016
aud,2004-10-18,1.7103
aud,2004-10-19,1.7175
aud,2004-10-20,1.714
aud,2004-10-21,1.7125
aud,2004-10-22,1.7106
aud,2004-10-25,1.7127
aud,2004-10-26,1.7123
aud,2004-10-27,1.708
aud,2004-10-28,1.7127
aud,2004-10-29,1.7088
aud,2004-11-01,1.7079
aud,2004-11-02,1.7046
aud,2004-11-03,1.6941
aud,2004-11-04,1.6992
aud,2004-11-05,1.6967
aud,2004-11-08,1.7031
aud,2004-11-09,1.7049
aud,2004-11-10,1.7005
aud,2004-11-11,1.6974
aud,2004-11-12,1.6861
aud,2004-11-15,1.6767
aud,2004-11-16,1.678
aud,2004-11-17,1.6709
aud,2004-11-18,1.6685
aud,2004-11-19,1.6645
aud,2004-11-22,1.6657
aud,2004-11-23,1.663
aud,2004-11-24,1.6687
aud,2004-11-25,1.6703
aud,2004-11-26,1.6821
aud,2004-11-29,1.689
aud,2004-11-30,1.7147
aud,2004-12-01,1.7236
aud,2004-12-02,1.7071
aud,2004-12-03,1.7204
aud,2004-12-06,1.731
aud,2004-12-07,1.7319
aud,2004-12-08,1.7586
aud,2004-12-09,1.7639
aud,2004-12-10,1.7609
aud,2004-12-13,1.7505
aud,2004-12-14,1.7494
aud,2004-12-15,1.7561
aud,2004-12-16,1.7516
aud,2004-12-17,1.7479
aud,2004-12-20,1.7516
aud,2004-12-21,1.7476
aud,2004-12-22,1.7442
aud,2004-12-23,1.758
aud,2004-12-24,1.7587
aud,2004-12-27,1.7526
aud,2004-12-28,1.7495
aud,2004-12-29,1.7477
aud,2004-12-30,1.7539
aud,2004-12-31,1.7459
aud,2005-01-03,1.7329
aud,2005-01-04,1.73
aud,2005-01-05,1.7354
aud,2005-01-06,1.7314
aud,2005-01-07,1.7301
aud,2005-01-10,1.7256
aud,2005-01-11,1.726
aud,2005-01-12,1.7326
aud,2005-01-13,1.7283
aud,2005-01-14,1.7242
aud,2005-01-17,1.7243
aud,2005-01-18,1.7285
aud,2005-01-19,1.7145
aud,2005-01-20,1.708
aud,2005-01-21,1.6979
aud,2005-01-24,1.6995
aud,2005-01-25,1.6988
aud,2005-01-26,1.6879
aud,2005-01-27,1.6847
aud,2005-01-28,1.6847
aud,2005-01-31,1.6826
aud,2005-02-01,1.6896
aud,2005-02-02,1.6864
aud,2005-02-03,1.68
aud,2005-02-04,1.6835
aud,2005-02-07,1.6614
aud,2005-02-08,1.6708
aud,2005-02-09,1.6647
aud,2005-02-10,1.6477
aud,2005-02-11,1.6438
aud,2005-02-14,1.6471
aud,2005-02-15,1.6574
aud,2005-02-16,1.6626
aud,2005-02-17,1.6597
aud,2005-02-18,1.659
aud,2005-02-21,1.6558
aud,2005-02-22,1.6639
aud,2005-02-23,1.6695
aud,2005-02-24,1.6816
aud,2005-02-25,1.6824
aud,2005-02-28,1.673
aud,2005-03-01,1.6771
aud,2005-03-02,1.6792
aud,2005-03-03,1.6746
aud,2005-03-04,1.6715
aud,2005-03-07,1.6682
aud,2005-03-08,1.6655
aud,2005-03-09,1.6855
aud,2005-03-10,1.6938
aud,2005-03-11,1.6944
aud,2005-03-14,1.6995
aud,2005-03-15,1.6911
aud,2005-03-16,1.6906
aud,2005-03-17,1.6876
aud,2005-03-18,1.6802
aud,2005-03-21,1.6751
aud,2005-03-22,1.6709
aud,2005-03-23,1.679
aud,2005-03-24,1.6803
aud,2005-03-29,1.6736
aud,2005-03-30,1.679
aud,2005-03-31,1.6763
aud,2005-04-01,1.6803
aud,2005-04-04,1.6777
aud,2005-04-05,1.6758
aud,2005-04-06,1.6804
aud,2005-04-07,1.6798
aud,2005-04-08,1.6717
aud,2005-04-11,1.6745
aud,2005-04-12,1.6738
aud,2005-04-13,1.6598
aud,2005-04-14,1.6598
aud,2005-04-15,1.6717
aud,2005-04-18,1.69
aud,2005-04-19,1.6947
aud,2005-04-20,1.684
aud,2005-04-21,1.6872
aud,2005-04-22,1.6773
aud,2005-04-25,1.6637
aud,2005-04-26,1.6661
aud,2005-04-27,1.6654
aud,2005-04-28,1.6591
aud,2005-04-29,1.6565
aud,2005-05-02,1.6481
aud,2005-05-03,1.6625
aud,2005-05-04,1.6652
aud,2005-05-05,1.6589
aud,2005-05-06,1.6622
aud,2005-05-09,1.6588
aud,2005-05-10,1.6615
aud,2005-05-11,1.6543
aud,2005-05-12,1.6565
aud,2005-05-13,1.6581
aud,2005-05-16,1.6698
aud,2005-05-17,1.6701
aud,2005-05-18,1.669
aud,2005-05-19,1.6669
aud,2005-05-20,1.6636
aud,2005-05-23,1.6599
aud,2005-05-24,1.6527
aud,2005-05-25,1.6528
aud,2005-05-26,1.6473
aud,2005-05-27,1.6475
aud,2005-05-30,1.6386
aud,2005-05-31,1.6309
aud,2005-06-01,1.6347
aud,2005-06-02,1.6305
aud,2005-06-03,1.6241
aud,2005-06-06,1.6104
aud,2005-06-07,1.601
aud,2005-06-08,1.6013
aud,2005-06-09,1.5946
aud,2005-06-10,1.5952
aud,2005-06-13,1.586
aud,2005-06-14,1.583
aud,2005-06-15,1.5757
aud,2005-06-16,1.5738
aud,2005-06-17,1.567
aud,2005-06-20,1.5695
aud,2005-06-21,1.5617
aud,2005-06-22,1.5601
aud,2005-06-23,1.5593
aud,2005-06-24,1.5647
aud,2005-06-27,1.5815
aud,2005-06-28,1.579
aud,2005-06-29,1.5828
aud,2005-06-30,1.5885
aud,2005-07-01,1.596
aud,2005-07-04,1.5876
aud,2005-07-05,1.6039
aud,2005-07-06,1.605
aud,2005-07-07,1.6094
aud,2005-07-08,1.6089
aud,2005-07-11,1.6129
aud,2005-07-12,1.6143
aud,2005-07-13,1.6176
aud,2005-07-14,1.6062
aud,2005-07-15,1.6087
aud,2005-07-18,1.6108
aud,2005-07-19,1.5985
aud,2005-07-20,1.6002
aud,2005-07-21,1.5942
aud,2005-07-22,1.5859
aud,2005-07-25,1.5857
aud,2005-07-26,1.5814
aud,2005-07-27,1.5889
aud,2005-07-28,1.5976
aud,2005-07-29,1.5904
aud,2005-08-01,1.6057
aud,2005-08-02,1.5979
aud,2005-08-03,1.6001
aud,2005-08-04,1.599
aud,2005-08-05,1.6069
aud,2005-08-08,1.6145
aud,2005-08-09,1.6246
aud,2005-08-10,1.6207
aud,2005-08-11,1.6103
aud,2005-08-12,1.6105
aud,2005-08-15,1.6036
aud,2005-08-16,1.604
aud,2005-08-17,1.6103
aud,2005-08-18,1.6169
aud,2005-08-19,1.6199
aud,2005-08-22,1.6177
aud,2005-08-23,1.6194
aud,2005-08-24,1.618
aud,2005-08-25,1.6173
aud,2005-08-26,1.6209
aud,2005-08-29,1.6292
aud,2005-08-30,1.6299
aud,2005-08-31,1.6343
aud,2005-09-01,1.6374
aud,2005-09-02,1.6411
aud,2005-09-05,1.6329
aud,2005-09-06,1.6271
aud,2005-09-07,1.6224
aud,2005-09-08,1.6129
aud,2005-09-09,1.607
aud,2005-09-12,1.5945
aud,2005-09-13,1.5988
aud,2005-09-14,1.5953
aud,2005-09-15,1.589
aud,2005-09-16,1.5933
aud,2005-09-19,1.5887
aud,2005-09-20,1.5768
aud,2005-09-21,1.5834
aud,2005-09-22,1.5909
aud,2005-09-23,1.5935
aud,2005-09-26,1.5919
aud,2005-09-27,1.5907
aud,2005-09-28,1.5858
aud,2005-09-29,1.5831
aud,2005-09-30,1.5828
aud,2005-10-03,1.5653
aud,2005-10-04,1.5627
aud,2005-10-05,1.5726
aud,2005-10-06,1.5929
aud,2005-10-07,1.6016
aud,2005-10-10,1.5929
aud,2005-10-11,1.5929
aud,2005-10-12,1.5927
aud,2005-10-13,1.5993
aud,2005-10-14,1.5982
aud,2005-10-17,1.6024
aud,2005-10-18,1.5997
aud,2005-10-19,1.5961
aud,2005-10-20,1.5919
aud,2005-10-21,1.6005
aud,2005-10-24,1.5969
aud,2005-10-25,1.5976
aud,2005-10-26,1.5981
aud,2005-10-27,1.5983
aud,2005-10-28,1.6114
aud,2005-10-31,1.6037
aud,2005-11-01,1.609
aud,2005-11-02,1.6192
aud,2005-11-03,1.6222
aud,2005-11-04,1.6207
aud,2005-11-07,1.6138
aud,2005-11-08,1.6055
aud,2005-11-09,1.5995
aud,2005-11-10,1.6041
aud,2005-11-11,1.5989
aud,2005-11-14,1.607
aud,2005-11-15,1.602
aud,2005-11-16,1.6026
aud,2005-11-17,1.5944
aud,2005-11-18,1.5966
aud,2005-11-21,1.6022
aud,2005-11-22,1.5965
aud,2005-11-23,1.5988
aud,2005-11-24,1.5939
aud,2005-11-25,1.5975
aud,2005-11-28,1.5949
aud,2005-11-29,1.5933
aud,2005-11-30,1.5925
