currency,date,value
usd,1999-01-04,1.1789
usd,1999-01-05,1.179
usd,1999-01-06,1.1743
usd,1999-01-07,1.1632
usd,1999-01-08,1.1659
usd,1999-01-11,1.1569
usd,1999-01-12,1.152
usd,1999-01-13,1.1744
usd,1999-01-14,1.1653
usd,1999-01-15,1.1626
usd,1999-01-18,1.1612
usd,1999-01-19,1.1616
usd,1999-01-20,1.1575
usd,1999-01-21,1.1572
usd,1999-01-22,1.1567
usd,1999-01-25,1.1584
usd,1999-01-26,1.1582
usd,1999-01-27,1.1529
usd,1999-01-28,1.141
usd,1999-01-29,1.1384
usd,1999-02-01,1.1338
usd,1999-02-02,1.1337
usd,1999-02-03,1.1337
usd,1999-02-04,1.1263
usd,1999-02-05,1.1292
usd,1999-02-08,1.1246
usd,1999-02-09,1.1333
usd,1999-02-10,1.1342
usd,1999-02-11,1.1312
usd,1999-02-12,1.1244
usd,1999-02-15,1.1238
usd,1999-02-16,1.1176
usd,1999-02-17,1.1253
usd,1999-02-18,1.1232
usd,1999-02-19,1.1163
usd,1999-02-22,1.0992
usd,1999-02-23,1.0969
usd,1999-02-24,1.1037
usd,1999-02-25,1.1031
usd,1999-02-26,1.1018
usd,1999-03-01,1.0986
usd,1999-03-02,1.0887
usd,1999-03-03,1.0899
usd,1999-03-04,1.0866
usd,1999-03-05,1.0834
usd,1999-03-08,1.0908
usd,1999-03-09,1.0863
usd,1999-03-10,1.0953
usd,1999-03-11,1.0891
usd,1999-03-12,1.0932
usd,1999-03-15,1.0949
usd,1999-03-16,1.0901
usd,1999-03-17,1.0966
usd,1999-03-18,1.1012
usd,1999-03-19,1.0915
usd,1999-03-22,1.0864
usd,1999-03-23,1.0896
usd,1999-03-24,1.0928
usd,1999-03-25,1.0898
usd,1999-03-26,1.0815
usd,1999-03-29,1.0692
usd,1999-03-30,1.0711
usd,1999-03-31,1.0742
usd,1999-04-01,1.0772
usd,1999-04-02,1.0772
usd,1999-04-05,1.0752
usd,1999-04-06,1.0726
usd,1999-04-07,1.0812
usd,1999-04-08,1.0818
usd,1999-04-09,1.0778
usd,1999-04-12,1.0867
usd,1999-04-13,1.0765
usd,1999-04-14,1.0787
usd,1999-04-15,1.0786
usd,1999-04-16,1.0668
usd,1999-04-19,1.0636
usd,1999-04-20,1.0646
usd,1999-04-21,1.0586
usd,1999-04-22,1.0581
usd,1999-04-23,1.0634
usd,1999-04-26,1.0614
usd,1999-04-27,1.063
usd,1999-04-28,1.0666
usd,1999-04-29,1.0604
usd,1999-04-30,1.0597
usd,1999-05-03,1.0589
usd,1999-05-04,1.0564
usd,1999-05-05,1.0667
usd,1999-05-06,1.0799
usd,1999-05-07,1.0786
usd,1999-05-10,1.0735
usd,1999-05-11,1.0732
usd,1999-05-12,1.0645
usd,1999-05-13,1.0622
usd,1999-05-14,1.0676
usd,1999-05-17,1.0685
usd,1999-05-18,1.069
usd,1999-05-19,1.0634
usd,1999-05-20,1.0639
usd,1999-05-21,1.0572
usd,1999-05-24,1.0585
usd,1999-05-25,1.0627
usd,1999-05-26,1.0535
usd,1999-05-27,1.0473
usd,1999-05-28,1.0479
usd,1999-05-31,1.0456
usd,1999-06-01,1.0434
usd,1999-06-02,1.0382
usd,1999-06-03,1.0382
usd,1999-06-04,1.0315
usd,1999-06-07,1.0316
usd,1999-06-08,1.0385
usd,1999-06-09,1.0466
usd,1999-06-10,1.0474
usd,1999-06-11,1.0474
usd,1999-06-14,1.0437
usd,1999-06-15,1.0392
usd,1999-06-16,1.0345
usd,1999-06-17,1.034
usd,1999-06-18,1.0388
usd,1999-06-21,1.0339
usd,1999-06-22,1.0313
usd,1999-06-23,1.028
usd,1999-06-24,1.0321
usd,1999-06-25,1.0443
usd,1999-06-28,1.0388
usd,1999-06-29,1.0364
usd,1999-06-30,1.0328
usd,1999-07-01,1.0264
usd,1999-07-02,1.0241
usd,1999-07-05,1.0232
usd,1999-07-06,1.0221
usd,1999-07-07,1.0222
usd,1999-07-08,1.0182
usd,1999-07-09,1.0204
usd,1999-07-12,1.0124
usd,1999-07-13,1.0183
usd,1999-07-14,1.0168
usd,1999-07-15,1.0201
usd,1999-07-16,1.0202
usd,1999-07-19,1.0146
usd,1999-07-20,1.041
usd,1999-07-21,1.0462
usd,1999-07-22,1.0499
usd,1999-07-23,1.0496
usd,1999-07-26,1.0698
usd,1999-07-27,1.0627
usd,1999-07-28,1.0603
usd,1999-07-29,1.068
usd,1999-07-30,1.0694
usd,1999-08-02,1.0665
usd,1999-08-03,1.0645
usd,1999-08-04,1.0761
usd,1999-08-05,1.0791
usd,1999-08-06,1.074
usd,1999-08-09,1.0705
usd,1999-08-10,1.0737
usd,1999-08-11,1.0668
usd,1999-08-12,1.0638
usd,1999-08-13,1.0667
usd,1999-08-16,1.0553
usd,1999-08-17,1.0527
usd,1999-08-18,1.0517
usd,1999-08-19,1.0517
usd,1999-08-20,1.0667
usd,1999-08-23,1.0606
usd,1999-08-24,1.0512
usd,1999-08-25,1.0433
usd,1999-08-26,1.0452
usd,1999-08-27,1.045
usd,1999-08-30,1.0454
usd,1999-08-31,1.0573
usd,1999-09-01,1.0613
usd,1999-09-02,1.0662
usd,1999-09-03,1.0682
usd,1999-09-06,1.0594
usd,1999-09-07,1.0565
usd,1999-09-08,1.0613
usd,1999-09-09,1.0592
usd,1999-09-10,1.052
usd,1999-09-13,1.0342
usd,1999-09-14,1.0362
usd,1999-09-15,1.0369
usd,1999-09-16,1.0372
usd,1999-09-17,1.0397
usd,1999-09-20,1.0406
usd,1999-09-21,1.0388
usd,1999-09-22,1.0509
usd,1999-09-23,1.043
usd,1999-09-24,1.0476
usd,1999-09-27,1.0414
usd,1999-09-28,1.0483
usd,1999-09-29,1.0563
usd,1999-09-30,1.0665
usd,1999-10-01,1.0728
usd,1999-10-04,1.0719
usd,1999-10-05,1.0686
usd,1999-10-06,1.0737
usd,1999-10-07,1.0729
usd,1999-10-08,1.0657
usd,1999-10-11,1.0631
usd,1999-10-12,1.0668
usd,1999-10-13,1.0778
usd,1999-10-14,1.0758
usd,1999-10-15,1.0869
usd,1999-10-18,1.0868
usd,1999-10-19,1.0818
usd,1999-10-20,1.0777
usd,1999-10-21,1.0797
usd,1999-10-22,1.0758
usd,1999-10-25,1.0683
usd,1999-10-26,1.0633
usd,1999-10-27,1.0552
usd,1999-10-28,1.0534
usd,1999-10-29,1.0453
usd,1999-11-01,1.0572
usd,1999-11-02,1.0507
usd,1999-11-03,1.0491
usd,1999-11-04,1.0504
usd,1999-11-05,1.0408
usd,1999-11-08,1.0405
usd,1999-11-09,1.0424
usd,1999-11-10,1.0402
usd,1999-11-11,1.0406
usd,1999-11-12,1.0308
usd,1999-11-15,1.0301
usd,1999-11-16,1.0336
usd,1999-11-17,1.0408
usd,1999-11-18,1.038
usd,1999-11-19,1.0279
usd,1999-11-22,1.0311
usd,1999-11-23,1.0315
usd,1999-11-24,1.0215
usd,1999-11-25,1.0194
usd,1999-11-26,1.0101
usd,1999-11-29,1.0077
usd,1999-11-30,1.0097
usd,1999-12-01,1.0091
usd,1999-12-02,1.0057
usd,1999-12-03,1.0015
usd,1999-12-06,1.0182
usd,1999-12-07,1.0239
usd,1999-12-08,1.0236
usd,1999-12-09,1.0175
usd,1999-12-10,1.0141
usd,1999-12-13,1.0128
usd,1999-12-14,1.0038
usd,1999-12-15,1.0021
usd,1999-12-16,1.0146
usd,1999-12-17,1.0128
usd,1999-12-20,1.0096
usd,1999-12-21,1.0084
usd,1999-12-22,1.0074
usd,1999-12-23,1.0089
usd,1999-12-24,1.0142
usd,1999-12-27,1.0134
usd,1999-12-28,1.0089
usd,1999-12-29,1.0072
usd,1999-12-30,1.0046
usd,2000-01-03,1.009
usd,2000-01-04,1.0305
usd,2000-01-05,1.0368
usd,2000-01-06,1.0388
usd,2000-01-07,1.0284
usd,2000-01-10,1.0229
usd,2000-01-11,1.0256
usd,2000-01-12,1.0308
usd,2000-01-13,1.0276
usd,2000-01-14,1.0225
usd,2000-01-17,1.0094
usd,2000-01-18,1.0093
usd,2000-01-19,1.0105
usd,2000-01-20,1.0089
usd,2000-01-21,1.0097
usd,2000-01-24,1.0027
usd,2000-01-25,1.0008
usd,2000-01-26,1.0019
usd,2000-01-27,0.9976
usd,2000-01-28,0.9848
usd,2000-01-31,0.9791
usd,2000-02-01,0.971
usd,2000-02-02,0.9717
usd,2000-02-03,0.9748
usd,2000-02-04,0.9835
usd,2000-02-07,0.9767
usd,2000-02-08,0.9903
usd,2000-02-09,0.9934
usd,2000-02-10,0.9868
usd,2000-02-11,0.9801
usd,2000-02-14,0.9867
usd,2000-02-15,0.9778
usd,2000-02-16,0.9804
usd,2000-02-17,0.9919
usd,2000-02-18,0.9857
usd,2000-02-21,0.9857
usd,2000-02-22,1.0022
usd,2000-02-23,1.0068
usd,2000-02-24,0.9898
usd,2000-02-25,0.9813
usd,2000-02-28,0.9639
usd,2000-02-29,0.9714
usd,2000-03-01,0.9667
usd,2000-03-02,0.9725
usd,2000-03-03,0.9659
usd,2000-03-06,0.964
usd,2000-03-07,0.9593
usd,2000-03-08,0.9543
usd,2000-03-09,0.9616
usd,2000-03-10,0.9613
usd,2000-03-13,0.9716
usd,2000-03-14,0.962
usd,2000-03-15,0.9647
usd,2000-03-16,0.9663
usd,2000-03-17,0.9672
usd,2000-03-20,0.9715
usd,2000-03-21,0.9701
usd,2000-03-22,0.9603
usd,2000-03-23,0.9656
usd,2000-03-24,0.9715
usd,2000-03-27,0.9712
usd,2000-03-28,0.9647
usd,2000-03-29,0.9568
usd,2000-03-30,0.9555
usd,2000-03-31,0.9553
usd,2000-04-03,0.9564
usd,2000-04-04,0.9538
usd,2000-04-05,0.9673
usd,2000-04-06,0.9625
usd,2000-04-07,0.9564
usd,2000-04-10,0.959
usd,2000-04-11,0.9594
usd,2000-04-12,0.9576
usd,2000-04-13,0.9537
usd,2000-04-14,0.954
usd,2000-04-17,0.9573
usd,2000-04-18,0.9497
usd,2000-04-19,0.9461
usd,2000-04-20,0.9376
usd,2000-04-25,0.9302
usd,2000-04-26,0.9193
usd,2000-04-27,0.9163
usd,2000-04-28,0.9085
usd,2000-05-02,0.9116
usd,2000-05-03,0.8913
usd,2000-05-04,0.8947
usd,2000-05-05,0.8984
usd,2000-05-08,0.8952
usd,2000-05-09,0.8978
usd,2000-05-10,0.9107
usd,2000-05-11,0.9079
usd,2000-05-12,0.9029
usd,2000-05-15,0.9147
usd,2000-05-16,0.9065
usd,2000-05-17,0.8922
usd,2000-05-18,0.8942
usd,2000-05-19,0.8875
usd,2000-05-22,0.9
usd,2000-05-23,0.9111
usd,2000-05-24,0.9098
usd,2000-05-25,0.8981
usd,2000-05-26,0.9143
usd,2000-05-29,0.9262
usd,2000-05-30,0.9359
usd,2000-05-31,0.9303
usd,2000-06-01,0.933
usd,2000-06-02,0.9355
usd,2000-06-05,0.9433
usd,2000-06-06,0.9485
usd,2000-06-07,0.9554
usd,2000-06-08,0.9668
usd,2000-06-09,0.949
usd,2000-06-12,0.9527
usd,2000-06-13,0.9583
usd,2000-06-14,0.9636
usd,2000-06-15,0.9524
usd,2000-06-16,0.9565
usd,2000-06-19,0.964
usd,2000-06-20,0.9538
usd,2000-06-21,0.947
usd,2000-06-22,0.9405
usd,2000-06-23,0.9413
usd,2000-06-26,0.9327
usd,2000-06-27,0.9401
usd,2000-06-28,0.9415
usd,2000-06-29,0.9504
usd,2000-06-30,0.9556
usd,2000-07-03,0.9493
usd,2000-07-04,0.9487
usd,2000-07-05,0.9537
usd,2000-07-06,0.9542
usd,2000-07-07,0.9483
usd,2000-07-10,0.9523
usd,2000-07-11,0.9527
usd,2000-07-12,0.9499
usd,2000-07-13,0.9349
usd,2000-07-14,0.9344
usd,2000-07-17,0.9352
usd,2000-07-18,0.9353
usd,2000-07-19,0.9216
usd,2000-07-20,0.922
usd,2000-07-21,0.9363
usd,2000-07-24,0.9332
usd,2000-07-25,0.941
usd,2000-07-26,0.939
usd,2000-07-27,0.9389
usd,2000-07-28,0.9276
usd,2000-07-31,0.9243
usd,2000-08-01,0.9264
usd,2000-08-02,0.9142
usd,2000-08-03,0.9028
usd,2000-08-04,0.9031
usd,2000-08-07,0.9084
usd,2000-08-08,0.9047
usd,2000-08-09,0.8973
usd,2000-08-10,0.9031
usd,2000-08-11,0.9132
usd,2000-08-14,0.9011
usd,2000-08-15,0.9118
usd,2000-08-16,0.9072
usd,2000-08-17,0.914
usd,2000-08-18,0.9127
usd,2000-08-21,0.9023
usd,2000-08-22,0.8972
usd,2000-08-23,0.8918
usd,2000-08-24,0.9012
usd,2000-08-25,0.9021
usd,2000-08-28,0.9007
usd,2000-08-29,0.8965
usd,2000-08-30,0.8909
usd,2000-08-31,0.8906
usd,2000-09-01,0.8902
usd,2000-09-04,0.9
usd,2000-09-05,0.8886
usd,2000-09-06,0.8818
usd,2000-09-07,0.8676
usd,2000-09-08,0.8735
usd,2000-09-11,0.8609
usd,2000-09-12,0.8614
usd,2000-09-13,0.8654
usd,2000-09-14,0.8693
usd,2000-09-15,0.8615
usd,2000-09-18,0.8526
usd,2000-09-19,0.8541
usd,2000-09-20,0.8476
usd,2000-09-21,0.8524
usd,2000-09-22,0.889
usd,2000-09-25,0.877
usd,2000-09-26,0.8757
usd,2000-09-27,0.8861
usd,2000-09-28,0.8832
usd,2000-09-29,0.8765
usd,2000-10-02,0.8802
usd,2000-10-03,0.8763
usd,2000-10-04,0.873
usd,2000-10-05,0.8786
usd,2000-10-06,0.8703
usd,2000-10-09,0.8695
usd,2000-10-10,0.8721
usd,2000-10-11,0.872
usd,2000-10-12,0.8648
usd,2000-10-13,0.8627
usd,2000-10-16,0.8511
usd,2000-10-17,0.8496
usd,2000-10-18,0.8525
usd,2000-10-19,0.8411
usd,2000-10-20,0.8452
usd,2000-10-23,0.8377
usd,2000-10-24,0.8386
usd,2000-10-25,0.8307
usd,2000-10-26,0.8252
usd,2000-10-27,0.8324
usd,2000-10-30,0.8482
usd,2000-10-31,0.8417
usd,2000-11-01,0.8554
usd,2000-11-02,0.8646
usd,2000-11-03,0.873
usd,2000-11-06,0.8667
usd,2000-11-07,0.8587
usd,2000-11-08,0.8559
usd,2000-11-09,0.8531
usd,2000-11-10,0.8673
usd,2000-11-13,0.862
usd,2000-11-14,0.8583
usd,2000-11-15,0.8596
usd,2000-11-16,0.8569
usd,2000-11-17,0.8535
usd,2000-11-20,0.8488
usd,2000-11-21,0.8474
usd,2000-11-22,0.8429
usd,2000-11-23,0.8427
usd,2000-11-24,0.8436
usd,2000-11-27,0.8406
usd,2000-11-28,0.8561
usd,2000-11-29,0.865
usd,2000-11-30,0.8684
usd,2000-12-01,0.8735
usd,2000-12-04,0.8908
usd,2000-12-05,0.881
usd,2000-12-06,0.8828
usd,2000-12-07,0.8943
usd,2000-12-08,0.8895
usd,2000-12-11,0.8804
usd,2000-12-12,0.8782
usd,2000-12-13,0.8748
usd,2000-12-14,0.8839
usd,2000-12-15,0.8984
usd,2000-12-18,0.8966
usd,2000-12-19,0.8903
usd,2000-12-20,0.9059
usd,2000-12-21,0.9146
usd,2000-12-22,0.924
usd,2000-12-27,0.931
usd,2000-12-28,0.9285
usd,2000-12-29,0.9305
usd,2001-01-02,0.9423
usd,2001-01-03,0.953
usd,2001-01-04,0.9458
usd,2001-01-05,0.9545
usd,2001-01-08,0.9497
usd,2001-01-09,0.9401
usd,2001-01-10,0.9412
usd,2001-01-11,0.9523
usd,2001-01-12,0.9545
usd,2001-01-15,0.9428
usd,2001-01-16,0.9412
usd,2001-01-17,0.9396
usd,2001-01-18,0.9404
usd,2001-01-19,0.94
usd,2001-01-22,0.929
usd,2001-01-23,0.9407
usd,2001-01-24,0.9294
usd,2001-01-25,0.9146
usd,2001-01-26,0.9228
usd,2001-01-29,0.9193
usd,2001-01-30,0.9197
usd,2001-01-31,0.9293
usd,2001-02-01,0.9406
usd,2001-02-02,0.9407
usd,2001-02-05,0.9425
usd,2001-02-06,0.9322
usd,2001-02-07,0.9325
usd,2001-02-08,0.922
usd,2001-02-09,0.9227
usd,2001-02-12,0.9288
usd,2001-02-13,0.9275
usd,2001-02-14,0.9178
usd,2001-02-15,0.909
usd,2001-02-16,0.9113
usd,2001-02-19,0.9213
usd,2001-02-20,0.907
usd,2001-02-21,0.9146
usd,2001-02-22,0.9056
usd,2001-02-23,0.9064
usd,2001-02-26,0.9105
usd,2001-02-27,0.9163
usd,2001-02-28,0.9248
usd,2001-03-01,0.9269
usd,2001-03-02,0.9363
usd,2001-03-05,0.9305
usd,2001-03-06,0.9279
usd,2001-03-07,0.9307
usd,2001-03-08,0.9312
usd,2001-03-09,0.9357
usd,2001-03-12,0.9272
usd,2001-03-13,0.9202
usd,2001-03-14,0.9182
usd,2001-03-15,0.9064
usd,2001-03-16,0.8947
usd,2001-03-19,0.8996
usd,2001-03-20,0.902
usd,2001-03-21,0.899
usd,2001-03-22,0.8889
usd,2001-03-23,0.8922
usd,2001-03-26,0.8935
usd,2001-03-27,0.8952
usd,2001-03-28,0.886
usd,2001-03-29,0.884
usd,2001-03-30,0.8832
usd,2001-04-02,0.8772
usd,2001-04-03,0.8845
usd,2001-04-04,0.9032
usd,2001-04-05,0.902
usd,2001-04-06,0.894
usd,2001-04-09,0.9018
usd,2001-04-10,0.8945
usd,2001-04-11,0.884
usd,2001-04-12,0.8849
usd,2001-04-17,0.8791
usd,2001-04-18,0.8778
usd,2001-04-19,0.8827
usd,2001-04-20,0.8989
usd,2001-04-23,0.9002
usd,2001-04-24,0.8973
usd,2001-04-25,0.8947
usd,2001-04-26,0.9013
usd,2001-04-27,0.9023
usd,2001-04-30,0.8876
usd,2001-05-02,0.8907
usd,2001-05-03,0.8903
usd,2001-05-04,0.8939
usd,2001-05-07,0.8919
usd,2001-05-08,0.8866
usd,2001-05-09,0.8827
usd,2001-05-10,0.885
usd,2001-05-11,0.8773
usd,2001-05-14,0.8745
usd,2001-05-15,0.8768
usd,2001-05-16,0.8834
usd,2001-05-17,0.8815
usd,2001-05-18,0.8777
usd,2001-05-21,0.8754
usd,2001-05-22,0.8685
usd,2001-05-23,0.8585
usd,2001-05-24,0.8604
usd,2001-05-25,0.8591
usd,2001-05-28,0.8584
usd,2001-05-29,0.8552
usd,2001-05-30,0.8558
usd,2001-05-31,0.848
usd,2001-06-01,0.8478
usd,2001-06-04,0.8513
usd,2001-06-05,0.8465
usd,2001-06-06,0.8543
usd,2001-06-07,0.8466
usd,2001-06-08,0.8468
usd,2001-06-11,0.8494
usd,2001-06-12,0.8474
usd,2001-06-13,0.8542
usd,2001-06-14,0.8492
usd,2001-06-15,0.8662
usd,2001-06-18,0.8581
usd,2001-06-19,0.8563
usd,2001-06-20,0.8513
usd,2001-06-21,0.8552
usd,2001-06-22,0.8528
usd,2001-06-25,0.8607
usd,2001-06-26,0.8611
usd,2001-06-27,0.8622
usd,2001-06-28,0.8511
usd,2001-06-29,0.848
usd,2001-07-02,0.8455
usd,2001-07-03,0.8497
usd,2001-07-04,0.8453
usd,2001-07-05,0.8422
usd,2001-07-06,0.8384
usd,2001-07-09,0.8459
usd,2001-07-10,0.8545
usd,2001-07-11,0.8611
usd,2001-07-12,0.8538
usd,2001-07-13,0.8539
usd,2001-07-16,0.8583
usd,2001-07-17,0.8516
usd,2001-07-18,0.863
usd,2001-07-19,0.8723
usd,2001-07-20,0.8776
usd,2001-07-23,0.8676
usd,2001-07-24,0.8708
usd,2001-07-25,0.8793
usd,2001-07-26,0.8764
usd,2001-07-27,0.8768
usd,2001-07-30,0.8751
usd,2001-07-31,0.8755
usd,2001-08-01,0.8817
usd,2001-08-02,0.8788
usd,2001-08-03,0.8806
usd,2001-08-06,0.8805
usd,2001-08-07,0.8768
usd,2001-08-08,0.8763
usd,2001-08-09,0.8853
usd,2001-08-10,0.8936
usd,2001-08-13,0.8991
usd,2001-08-14,0.8968
usd,2001-08-15,0.9114
usd,2001-08-16,0.9144
usd,2001-08-17,0.9138
usd,2001-08-20,0.9149
usd,2001-08-21,0.9128
usd,2001-08-22,0.9216
usd,2001-08-23,0.9112
usd,2001-08-24,0.9108
usd,2001-08-27,0.909
usd,2001-08-28,0.9042
usd,2001-08-29,0.9122
usd,2001-08-30,0.9095
usd,2001-08-31,0.9158
usd,2001-09-03,0.9072
usd,2001-09-04,0.897
usd,2001-09-05,0.8891
usd,2001-09-06,0.8855
usd,2001-09-07,0.8952
usd,2001-09-10,0.9047
usd,2001-09-11,0.8964
usd,2001-09-12,0.9052
usd,2001-09-13,0.906
usd,2001-09-14,0.9219
usd,2001-09-17,0.9269
usd,2001-09-18,0.9256
usd,2001-09-19,0.9258
usd,2001-09-20,0.9259
usd,2001-09-21,0.92
usd,2001-09-24,0.9164
usd,2001-09-25,0.9176
usd,2001-09-26,0.9219
usd,2001-09-27,0.9205
usd,2001-09-28,0.9131
usd,2001-10-01,0.9125
usd,2001-10-02,0.9189
usd,2001-10-03,0.9209
usd,2001-10-04,0.9117
usd,2001-10-05,0.9174
usd,2001-10-08,0.9214
usd,2001-10-09,0.9193
usd,2001-10-10,0.9136
usd,2001-10-11,0.9062
usd,2001-10-12,0.904
usd,2001-10-15,0.9097
usd,2001-10-16,0.9052
usd,2001-10-17,0.9022
usd,2001-10-18,0.9026
usd,2001-10-19,0.9009
usd,2001-10-22,0.8969
usd,2001-10-23,0.8887
usd,2001-10-24,0.8917
usd,2001-10-25,0.8889
usd,2001-10-26,0.8911
usd,2001-10-29,0.9005
usd,2001-10-30,0.9064
usd,2001-10-31,0.9042
usd,2001-11-01,0.9097
usd,2001-11-02,0.9056
usd,2001-11-05,0.8961
usd,2001-11-06,0.8961
usd,2001-11-07,0.9014
usd,2001-11-08,0.8972
usd,2001-11-09,0.893
usd,2001-11-12,0.8919
usd,2001-11-13,0.8842
usd,2001-11-14,0.8803
usd,2001-11-15,0.8825
usd,2001-11-16,0.8845
usd,2001-11-19,0.8793
usd,2001-11-20,0.8824
usd,2001-11-21,0.8791
usd,2001-11-22,0.8778
usd,2001-11-23,0.8795
usd,2001-11-26,0.8818
usd,2001-11-27,0.8788
usd,2001-11-28,0.8831
usd,2001-11-29,0.8887
usd,2001-11-30,0.8898
usd,2001-12-03,0.8925
usd,2001-12-04,0.8902
usd,2001-12-05,0.8919
usd,2001-12-06,0.8889
usd,2001-12-07,0.8911
usd,2001-12-10,0.885
usd,2001-12-11,0.8908
usd,2001-12-12,0.8938
usd,2001-12-13,0.8975
usd,2001-12-14,0.9016
usd,2001-12-17,0.9049
usd,2001-12-18,0.9012
usd,2001-12-19,0.8983
usd,2001-12-20,0.8973
usd,2001-12-21,0.8943
usd,2001-12-24,0.8798
usd,2001-12-27,0.8823
usd,2001-12-28,0.8813
usd,2002-01-02,0.9038
usd,2002-01-03,0.9036
usd,2002-01-04,0.8954
usd,2002-01-07,0.8905
usd,2002-01-08,0.8909
usd,2002-01-09,0.8921
usd,2002-01-10,0.8909
usd,2002-01-11,0.8919
usd,2002-01-14,0.8927
usd,2002-01-15,0.8922
usd,2002-01-16,0.8817
usd,2002-01-17,0.8819
usd,2002-01-18,0.881
usd,2002-01-21,0.884
usd,2002-01-22,0.883
usd,2002-01-23,0.8856
usd,2002-01-24,0.8767
usd,2002-01-25,0.8663
usd,2002-01-28,0.8578
usd,2002-01-29,0.8624
usd,2002-01-30,0.8642
usd,2002-01-31,0.8637
usd,2002-02-01,0.8632
usd,2002-02-04,0.8644
usd,2002-02-05,0.8683
usd,2002-02-06,0.8664
usd,2002-02-07,0.8664
usd,2002-02-08,0.874
usd,2002-02-11,0.8794
usd,2002-02-12,0.8753
usd,2002-02-13,0.8731
usd,2002-02-14,0.8693
usd,2002-02-15,0.8705
usd,2002-02-18,0.8715
usd,2002-02-19,0.8692
usd,2002-02-20,0.8743
usd,2002-02-21,0.8701
usd,2002-02-22,0.8747
usd,2002-02-25,0.8724
usd,2002-02-26,0.8682
usd,2002-02-27,0.8649
usd,2002-02-28,0.8651
usd,2002-03-01,0.8679
usd,2002-03-04,0.8649
usd,2002-03-05,0.8682
usd,2002-03-06,0.8712
usd,2002-03-07,0.8764
usd,2002-03-08,0.8797
usd,2002-03-11,0.8741
usd,2002-03-12,0.8733
usd,2002-03-13,0.8734
usd,2002-03-14,0.8803
usd,2002-03-15,0.8853
usd,2002-03-18,0.8792
usd,2002-03-19,0.8829
usd,2002-03-20,0.8814
usd,2002-03-21,0.8817
usd,2002-03-22,0.8795
usd,2002-03-25,0.8759
usd,2002-03-26,0.8737
usd,2002-03-27,0.8746
usd,2002-03-28,0.8724
usd,2002-04-02,0.8786
usd,2002-04-03,0.8803
usd,2002-04-04,0.8818
usd,2002-04-05,0.8786
usd,2002-04-08,0.8778
usd,2002-04-09,0.8763
usd,2002-04-10,0.8798
usd,2002-04-11,0.8794
usd,2002-04-12,0.8803
usd,2002-04-15,0.8802
usd,2002-04-16,0.8803
usd,2002-04-17,0.888
usd,2002-04-18,0.8895
usd,2002-04-19,0.8886
usd,2002-04-22,0.8882
usd,2002-04-23,0.8872
usd,2002-04-24,0.8892
usd,2002-04-25,0.8969
usd,2002-04-26,0.8971
usd,2002-04-29,0.9038
usd,2002-04-30,0.9008
usd,2002-05-02,0.9032
usd,2002-05-03,0.9083
usd,2002-05-06,0.9144
usd,2002-05-07,0.9125
usd,2002-05-08,0.9088
usd,2002-05-09,0.9061
usd,2002-05-10,0.9118
usd,2002-05-13,0.9118
usd,2002-05-14,0.9062
usd,2002-05-15,0.903
usd,2002-05-16,0.9124
usd,2002-05-17,0.9152
usd,2002-05-20,0.9202
usd,2002-05-21,0.9213
usd,2002-05-22,0.926
usd,2002-05-23,0.9213
usd,2002-05-24,0.9188
usd,2002-05-27,0.919
usd,2002-05-28,0.9255
usd,2002-05-29,0.932
usd,2002-05-30,0.9375
usd,2002-05-31,0.9387
usd,2002-06-03,0.9313
usd,2002-06-04,0.9435
usd,2002-06-05,0.9371
usd,2002-06-06,0.9386
usd,2002-06-07,0.9452
usd,2002-06-10,0.9459
usd,2002-06-11,0.9417
usd,2002-06-12,0.9452
usd,2002-06-13,0.9417
usd,2002-06-14,0.9478
usd,2002-06-17,0.9426
usd,2002-06-18,0.9484
usd,2002-06-19,0.9561
usd,2002-06-20,0.9592
usd,2002-06-21,0.9636
usd,2002-06-24,0.9781
usd,2002-06-25,0.9712
usd,2002-06-26,0.9917
usd,2002-06-27,0.9824
usd,2002-06-28,0.9975
usd,2002-07-01,0.9913
usd,2002-07-02,0.9838
usd,2002-07-03,0.978
usd,2002-07-04,0.979
usd,2002-07-05,0.9725
usd,2002-07-08,0.9828
usd,2002-07-09,0.993
usd,2002-07-10,0.9898
usd,2002-07-11,0.9836
usd,2002-07-12,0.9873
usd,2002-07-15,1.0024
usd,2002-07-16,1.0127
usd,2002-07-17,1.0064
usd,2002-07-18,1.0058
usd,2002-07-19,1.0146
usd,2002-07-22,1.0086
usd,2002-07-23,0.991
usd,2002-07-24,0.9915
usd,2002-07-25,1.0014
usd,2002-07-26,1.0008
usd,2002-07-29,0.9821
usd,2002-07-30,0.9835
usd,2002-07-31,0.9783
usd,2002-08-01,0.976
usd,2002-08-02,0.9873
usd,2002-08-05,0.9836
usd,2002-08-06,0.9689
usd,2002-08-07,0.9698
usd,2002-08-08,0.9687
usd,2002-08-09,0.9729
usd,2002-08-12,0.978
usd,2002-08-13,0.9799
usd,2002-08-14,0.9857
usd,2002-08-15,0.9777
usd,2002-08-16,0.9825
usd,2002-08-19,0.9799
usd,2002-08-20,0.9792
usd,2002-08-21,0.9762
usd,2002-08-22,0.977
usd,2002-08-23,0.9697
usd,2002-08-26,0.9701
usd,2002-08-27,0.9774
usd,2002-08-28,0.9826
usd,2002-08-29,0.9843
usd,2002-08-30,0.9833
